Date, Open, High, Low, Close, Volume
06/29/17, 37.65, 37.68, 36.02, 36.67, 106442524
06/28/17, 37.33, 37.985, 36.4375, 37.9375, 99494720
06/27/17, 37.86, 37.9475, 36.5875, 36.645, 99949244
06/26/17, 38.79, 39.15, 37.0825, 38.0375, 106396000
06/23/17, 39.67, 39.83, 38.305, 38.4575, 108858796
06/22/17, 39.95, 40.085, 39.35, 39.5925, 46913280
06/21/17, 39.5525, 39.905, 38.925, 39.8675, 68265116
06/20/17, 39.7575, 40.435, 39.23, 39.2725, 109544360
06/19/17, 38.3525, 39.3825, 38.315, 39.33, 77817756
06/16/17, 38.19, 38.675, 37.56, 37.905, 92495796
06/15/17, 36.74, 38.40, 36.625, 38.0925, 96382436
06/14/17, 37.88, 38.515, 37.125, 37.93, 118464156
06/13/17, 38.60, 38.6925, 36.4125, 37.85, 167250312
06/12/17, 36.47, 37.925, 35.5275, 37.4925, 169753124
06/09/17, 41.185, 42.125, 35.6875, 37.40, 369292812
06/08/17, 38.365, 40.00, 37.9475, 39.985, 116174436
06/07/17, 37.0825, 37.47, 36.925, 37.28, 61261160
06/06/17, 36.955, 37.4225, 36.70, 36.835, 75872756
06/05/17, 35.745, 37.1325, 35.6275, 37.0025, 81737756
06/02/17, 36.06, 36.325, 35.85, 35.91, 48745720
06/01/17, 36.2475, 36.2575, 35.63, 36.09, 50333880
05/31/17, 36.6725, 36.75, 35.5125, 36.0875, 88731564
05/30/17, 35.925, 36.5728, 35.7625, 36.2175, 98965204
05/26/17, 34.4825, 36.32, 34.2775, 35.46, 77914000
05/25/17, 35.00, 35.0075, 34.11, 34.565, 60822800
05/24/17, 35.24, 35.2675, 34.52, 34.6425, 81738000
05/23/17, 34.925, 34.9475, 33.9275, 34.2575, 68125000
05/22/17, 34.4425, 34.87, 34.3325, 34.725, 83660920
05/19/17, 34.2563, 34.555, 33.805, 34.00, 101837080
05/18/17, 32.375, 33.3575, 31.7625, 33.2675, 115603040
05/17/17, 33.525, 33.715, 31.8875, 31.93, 127136640
05/16/17, 34.095, 34.36, 33.3409, 34.2025, 112069884
05/15/17, 32.39, 33.6025, 32.345, 33.5775, 108754204
05/12/17, 31.6575, 32.40, 31.445, 31.9725, 96261844
05/11/17, 30.0125, 32.6075, 29.9775, 31.625, 193979236
05/10/17, 28.5725, 30.455, 28.505, 30.3225, 212909736
05/09/17, 25.75, 26.2325, 25.665, 25.735, 84767156
05/08/17, 26.085, 26.10, 25.5775, 25.6925, 36523960
05/05/17, 25.845, 26.0375, 25.6875, 25.965, 22842944
05/04/17, 26.125, 26.2375, 25.8825, 25.9625, 20978768
05/03/17, 25.80, 26.16, 25.65, 26.0625, 33690532
05/02/17, 26.3875, 26.3989, 25.64, 25.87, 62997320
05/01/17, 26.185, 26.7125, 26.1125, 26.66, 30773332
04/28/17, 26.34, 26.41, 26.0175, 26.075, 34824628
04/27/17, 26.08, 26.495, 25.8975, 26.41, 31969860
04/26/17, 26.3225, 26.3475, 25.985, 26.005, 32700580
04/25/17, 25.885, 26.3325, 25.6675, 26.185, 38843888
04/24/17, 25.74, 25.87, 25.5275, 25.7375, 37181960
04/21/17, 25.21, 25.4475, 25.09, 25.42, 34189560
04/20/17, 25.0675, 25.3616, 24.8525, 25.315, 40401440
04/19/17, 25.00, 25.245, 24.8525, 24.92, 38082636
04/18/17, 24.6625, 24.885, 24.40, 24.8225, 37011776
04/17/17, 24.0025, 24.81, 23.95, 24.8075, 49729240
04/13/17, 24.0825, 24.3025, 23.8725, 23.8725, 50689400
04/12/17, 24.53, 24.675, 24.275, 24.3275, 41409200
04/11/17, 24.1375, 24.725, 24.0875, 24.53, 61815000
04/10/17, 25.09, 25.1575, 24.40, 24.4425, 75633040
04/07/17, 25.255, 25.4325, 24.93, 25.0825, 42906600
04/06/17, 25.06, 25.3125, 24.6025, 25.19, 63512000
04/05/17, 25.0038, 25.5925, 24.875, 25.0075, 74704920
04/04/17, 25.85, 26.105, 25.085, 25.195, 127128000
04/03/17, 27.2375, 27.4125, 26.855, 27.095, 44523240
03/31/17, 27.2525, 27.4725, 27.1005, 27.2325, 44080680
03/30/17, 26.9075, 27.50, 26.85, 27.35, 52553400
03/29/17, 26.9975, 27.1225, 26.8125, 26.835, 34999164
03/28/17, 27.075, 27.2225, 26.8175, 26.9225, 43244440
03/27/17, 26.395, 27.1013, 25.8938, 27.0625, 50664400
03/24/17, 27.2425, 27.3225, 26.605, 26.8675, 43950200
03/23/17, 26.9375, 27.1393, 26.675, 26.7725, 53394160
03/22/17, 26.365, 27.065, 26.325, 27.0175, 61676440
03/21/17, 27.1875, 27.49, 26.3963, 26.4775, 91348400
03/20/17, 26.695, 27.4025, 26.5325, 27.3625, 74856600
03/17/17, 26.13, 26.53, 25.9525, 26.5175, 111968680
03/16/17, 25.745, 25.9575, 25.6025, 25.9525, 52310000
03/15/17, 25.5625, 25.7475, 25.08, 25.6375, 61503400
03/14/17, 25.5925, 25.6875, 25.1175, 25.445, 52201680
03/13/17, 24.885, 25.5625, 24.8775, 25.4625, 77413600
03/10/17, 24.9025, 25.0225, 24.595, 24.78, 49974040
03/09/17, 24.4775, 24.8625, 24.35, 24.635, 47805880
03/08/17, 25.175, 25.325, 24.6175, 24.64, 63871280
03/07/17, 24.4175, 24.8825, 24.2875, 24.685, 60340040
03/06/17, 24.24, 24.525, 23.7925, 24.4175, 88356680
03/03/17, 24.6425, 24.6925, 24.055, 24.6075, 86545680
03/02/17, 25.5675, 25.71, 24.7225, 24.75, 75433116
03/01/17, 25.9475, 26.0925, 25.2775, 25.6975, 50480560
02/28/17, 26.20, 26.30, 25.1938, 25.37, 62535880
02/27/17, 25.55, 26.255, 25.39, 26.1025, 71540080
02/24/17, 24.2675, 25.50, 23.925, 25.365, 102990400
02/23/17, 26.375, 26.5975, 24.92, 25.1225, 159288828
02/22/17, 27.855, 27.95, 27.4975, 27.69, 43377040
02/21/17, 27.0575, 27.8075, 27.055, 27.7675, 55195120
02/17/17, 26.675, 26.8525, 26.1975, 26.8075, 56373880
02/16/17, 27.3475, 27.36, 26.415, 26.8125, 64717560
02/15/17, 27.225, 27.45, 26.94, 27.25, 37302048
02/14/17, 26.9975, 27.5375, 26.5725, 27.195, 85063156
02/13/17, 28.3475, 28.495, 27.05, 27.095, 118072280
02/10/17, 29.9825, 30.175, 28.15, 28.405, 165109360
02/09/17, 29.715, 29.765, 28.90, 29.095, 84256720
02/08/17, 29.60, 29.8275, 29.095, 29.6525, 44957960
02/07/17, 29.675, 30.23, 29.475, 29.7825, 74622280
02/06/17, 28.50, 29.3315, 28.50, 29.3275, 50676840
02/03/17, 28.8625, 28.975, 28.475, 28.595, 37274532
02/02/17, 28.325, 28.935, 28.015, 28.8475, 48324160
02/01/17, 27.645, 28.53, 27.465, 28.4875, 59000320
01/31/17, 27.2375, 27.5125, 27.05, 27.295, 36275460
01/30/17, 27.73, 27.7525, 26.9777, 27.505, 49600320
01/27/17, 27.4825, 27.9725, 27.2125, 27.9425, 47199720
01/26/17, 26.975, 27.4875, 26.675, 27.4125, 45879880
01/25/17, 27.2625, 27.325, 26.5837, 26.9475, 52338000
01/24/17, 26.375, 26.895, 26.225, 26.8325, 42805080
01/23/17, 25.95, 26.475, 25.925, 26.2725, 36990556
01/20/17, 26.52, 26.70, 25.78, 26.0025, 49202240
01/19/17, 25.7675, 26.615, 25.745, 26.29, 64487120
01/18/17, 25.06, 25.8075, 24.7775, 25.7375, 65442480
01/17/17, 25.75, 25.80, 25.1425, 25.2775, 58061040
01/13/17, 25.90, 26.25, 25.765, 25.8575, 45782160
01/12/17, 26.0575, 26.175, 25.405, 25.86, 62561640
01/11/17, 26.50, 26.55, 26.0375, 26.29, 52566360
01/10/17, 26.9525, 27.2975, 26.4075, 26.6175, 88091884
01/09/17, 25.875, 27.00, 25.875, 26.82, 91624920
01/06/17, 25.7125, 26.0625, 25.30, 25.775, 82285680
01/05/17, 26.1325, 26.455, 25.2625, 25.435, 98429524
01/04/17, 25.85, 26.375, 25.3825, 26.0975, 119922040
01/03/17, 26.10, 26.5925, 24.845, 25.5025, 150199516
12/30/16, 27.8375, 27.98, 26.575, 26.685, 121293040
12/29/16, 26.225, 27.8725, 25.70, 27.8575, 217536720
12/28/16, 29.90, 29.9825, 27.1725, 27.3125, 229576484
12/27/16, 28.015, 29.34, 27.805, 29.33, 119427360
12/23/16, 26.595, 27.4588, 26.5675, 27.445, 64769320
12/22/16, 26.705, 27.2175, 26.6325, 26.7775, 71861040
12/21/16, 26.41, 26.4875, 25.9275, 26.4575, 57613440
12/20/16, 26.145, 26.5325, 26.03, 26.2925, 84805720
12/19/16, 24.925, 25.6125, 24.75, 25.4075, 74465720
12/16/16, 24.9575, 25.175, 24.4315, 25.1025, 108952720
12/15/16, 24.225, 24.985, 24.15, 24.6775, 74654600
12/14/16, 23.135, 24.2775, 22.8925, 24.1125, 98398156
12/13/16, 22.5225, 23.0725, 22.5125, 22.7925, 38779496
12/12/16, 22.4625, 22.4875, 21.885, 22.3975, 60133200
12/09/16, 23.55, 23.5675, 22.6775, 22.955, 38231196
12/08/16, 23.7975, 24.155, 23.2633, 23.37, 38154408
12/07/16, 23.21, 23.825, 23.025, 23.7675, 48080360
12/06/16, 23.0525, 23.4325, 22.8925, 23.3475, 49879520
12/05/16, 22.4975, 23.1525, 22.25, 22.97, 60228520
12/02/16, 21.5625, 22.20, 21.28, 22.1125, 47829200
12/01/16, 23.025, 23.0425, 21.1925, 21.91, 103552280
11/30/16, 23.40, 23.54, 23.025, 23.05, 44050200
11/29/16, 23.50, 23.61, 23.1325, 23.3125, 44456760
11/28/16, 23.4675, 23.685, 23.40, 23.5275, 27873480
11/25/16, 23.605, 23.775, 23.3525, 23.54, 19556312
11/23/16, 23.43, 23.8125, 23.1925, 23.4925, 44323440
11/22/16, 23.325, 23.4349, 23.095, 23.4125, 33036928
11/21/16, 23.5225, 23.5875, 23.10, 23.245, 43643480
11/18/16, 23.0975, 23.5825, 22.95, 23.34, 57606000
11/17/16, 23.0775, 23.6981, 22.6625, 23.0975, 83298960
11/16/16, 21.835, 23.1388, 21.5863, 22.9075, 98798564
11/15/16, 21.0725, 21.8625, 20.9825, 21.5475, 62609040
11/14/16, 22.0225, 22.0475, 20.905, 20.91, 134879640
11/11/16, 19.8775, 22.1925, 19.625, 21.9925, 217534532
11/10/16, 17.8725, 17.875, 16.69, 16.9425, 86928156
11/09/16, 17.3075, 17.725, 17.18, 17.49, 45653000
11/08/16, 17.885, 17.9425, 17.625, 17.79, 42988440
11/07/16, 17.3875, 17.93, 17.375, 17.8175, 48758080
11/04/16, 16.8775, 17.1826, 16.6438, 16.8925, 32877960
11/03/16, 17.27, 17.285, 16.66, 16.99, 30966372
11/02/16, 17.395, 17.63, 17.1589, 17.19, 29584924
11/01/16, 17.855, 17.9525, 17.0725, 17.2625, 47322520
10/31/16, 17.6975, 17.9063, 17.6875, 17.79, 25238872
10/28/16, 17.755, 18.025, 17.6075, 17.64, 29085496
10/27/16, 18.1775, 18.2125, 17.5963, 17.67, 38866488
10/26/16, 17.8175, 18.2375, 17.80, 18.04, 33379124
10/25/16, 17.6475, 18.075, 17.5625, 17.9675, 39746128
10/24/16, 17.00, 17.6975, 16.9975, 17.6775, 33983784
10/21/16, 16.8725, 16.915, 16.725, 16.885, 27950616
10/20/16, 16.8125, 16.9875, 16.575, 16.9325, 31208288
10/19/16, 16.54, 16.695, 16.455, 16.6175, 19905848
10/18/16, 16.63, 16.7475, 16.5625, 16.6525, 26937096
10/17/16, 16.495, 16.65, 16.38, 16.4025, 19532640
10/14/16, 16.5375, 16.65, 16.40, 16.4975, 33063404
10/13/16, 16.4125, 16.45, 15.925, 16.3375, 39011640
10/12/16, 16.465, 16.6948, 16.3275, 16.6075, 41992120
10/11/16, 16.72, 16.745, 16.405, 16.5325, 38853904
10/10/16, 16.80, 16.89, 16.6175, 16.775, 28787472
10/07/16, 16.9475, 16.9925, 16.665, 16.7125, 28626008
10/06/16, 16.8525, 16.9575, 16.565, 16.835, 36021268
10/05/16, 17.22, 17.395, 17.005, 17.0575, 30544036
10/04/16, 17.1375, 17.425, 16.9475, 17.075, 28162580
10/03/16, 17.13, 17.3775, 17.0828, 17.1125, 24259412
09/30/16, 16.9425, 17.2975, 16.8425, 17.13, 42993200
09/29/16, 16.6675, 16.9025, 16.5129, 16.85, 33668544
09/28/16, 16.66, 16.7075, 16.4825, 16.695, 31978804
09/27/16, 16.0225, 16.66, 16.015, 16.635, 40275080
09/26/16, 16.0525, 16.15, 15.8825, 16.085, 23004140
09/23/16, 16.275, 16.3225, 16.165, 16.2375, 27613376
09/22/16, 16.31, 16.36, 16.1625, 16.255, 30873148
09/21/16, 15.82, 16.245, 15.8175, 16.215, 33621348
09/20/16, 16.10, 16.10, 15.685, 15.7725, 33111328
09/19/16, 15.875, 16.315, 15.8025, 15.9175, 41712840
09/16/16, 15.7275, 15.8125, 15.53, 15.71, 90244600
09/15/16, 15.125, 15.69, 15.09, 15.6725, 51539200
09/14/16, 15.0025, 15.15, 14.8775, 15.10, 31937304
09/13/16, 15.15, 15.325, 14.8825, 14.9675, 47176720
09/12/16, 14.6825, 15.2163, 14.3288, 15.1875, 59826080
09/09/16, 15.4875, 15.575, 14.75, 14.88, 69775884
09/08/16, 15.5325, 15.685, 15.355, 15.66, 31580876
09/07/16, 15.73, 15.8071, 15.4575, 15.5475, 39798800
09/06/16, 15.6875, 15.78, 15.6073, 15.78, 30681280
09/02/16, 15.82, 15.8375, 15.455, 15.6325, 32314968
